"Region","Market","Month","Year","Longitude","Latitude","barley_Hulled_Temez","barley_Malt","barley_milled_Mixed","barley_milled_White","barley_unmilled_Black","barley_unmilled_for_Beer","barley_unmilled_Mixed","barley_unmilled_White","barley_unmilled_Hulled","barley_unmilled_Hulled_Temez","maize_Milled","maize_Unmilled","wheat_Bread_Bakery","wheat_Malt","wheat_Porridge_bula","wheat_milled_Mixed","wheat_milled_White","wheat_milled_Emmer_Aja","wheat_unmilled_Black_Red","wheat_unmilled_Mixed","wheat_unmilled_White","wheat_unmilled_Emmer_shelled_Aja","wheat_unmilled_Emmer_unshelled"
"snnp","butajira","december","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","december","2017","38.42140499","8.173264069",".","14.73",".",".","17.7","18.4","16.57","17.28",".",".",".","6.48","4.2","21.42",".",".",".","38.99","18.45",".","10.49",".","30.98"
"snnp","butajira","december","2018","38.42140499","8.173264069",".","17.66",".",".","17.81","17.36","16.23","17.16",".",".","10","8","6.56","21.41",".",".",".","35","22.84",".","15","30","."
"snnp","chana","january","2014","36.11775846","6.226550231",".","13.17","24","28","6",".","6","10",".",".",".","4","4.58",".",".",".",".",".","10",".","11",".","."
"snnp","chana","january","2015","36.11775846","6.226550231",".","13.28","24","28","7",".","7","12",".",".",".","4","4.58",".",".",".",".",".","10",".","12",".","."
"snnp","chana","january","2016","36.11775846","6.226550231",".","13.89",".",".","8",".","8","12",".",".",".","4","4.04",".",".",".",".",".","12",".","13",".","."
"snnp","chana","january","2017","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","january","2018","36.11775846","6.226550231",".","13.48",".",".","10",".","10","17",".",".","10","6","4.52",".",".",".",".","40",".","14","15",".","40"
"snnp","chana","january","2019","36.11775846","6.226550231",".","16.09",".",".","12",".","12","17",".",".","13","7","8.25",".",".",".",".",".","18","18","20",".","26"
"snnp","chana","february","2014","36.11775846","6.226550231",".","9.46","24","28","6",".","6","11",".",".",".","4","5.26",".",".",".",".",".","8",".","9",".","."
"snnp","chana","february","2015","36.11775846","6.226550231",".","11.66","20","28","8",".","8","11",".",".",".","4","6.03",".",".",".",".",".","11",".","11",".","."
"snnp","chana","february","2016","36.11775846","6.226550231",".","13.39",".",".","8",".","8","12",".",".",".","5","4.04",".",".",".",".",".","11",".","12",".","."
"snnp","chana","february","2017","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","february","2018","36.11775846","6.226550231",".","13.48",".",".","10",".","10","16",".",".","10","6","6.14",".",".",".",".","48",".","13","15",".","40"
"snnp","chana","february","2019","36.11775846","6.226550231",".","15.73",".",".","12",".","12","17",".",".","12","7",".",".",".",".",".",".","15","15","20",".","26"
"snnp","chana","march","2015","36.11775846","6.226550231",".","18.65","20","28","8",".","8","12",".",".",".","4","5.52",".",".",".",".",".","10",".","10",".","."
"snnp","chana","march","2016","36.11775846","6.226550231",".","14.03",".",".","9",".","9","12",".",".","6","5","4.04",".",".",".",".",".","11",".","12",".","."
"snnp","chana","march","2017","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","march","2018","36.11775846","6.226550231",".","13.96",".",".","10",".","10","16",".",".","12","6","5.19",".",".",".",".","48",".","12","14",".","40"
"snnp","chana","march","2019","36.11775846","6.226550231",".","15.73",".",".","12",".","12","17",".",".","12","7","7.45",".",".",".",".",".","15","15","18",".","26"
"snnp","chana","april","2014","36.11775846","6.226550231",".","10.81","24","30","7",".","7","11",".",".",".","5","5",".",".",".",".",".","9",".","10",".","."
"snnp","chana","april","2016","36.11775846","6.226550231",".","14.03",".",".","10",".","10","12",".",".","6","5","4.04",".",".",".",".",".","12",".","13",".","."
"snnp","chana","april","2017","36.11775846","6.226550231",".","9.9",".",".","8",".","8","12",".",".",".","8","4.83",".",".",".",".",".","10",".","11",".","."
"snnp","chana","april","2018","36.11775846","6.226550231",".","13.48",".",".","12",".","12","16",".",".","11","6","5.15",".",".",".",".",".","12","14","15",".","40"
"snnp","chana","april","2019","36.11775846","6.226550231",".","19.28",".",".","10",".","10","16",".",".","12","7","7.45",".",".",".",".",".","16","15","20",".","40"
"snnp","chana","may","2014","36.11775846","6.226550231",".","16.52",".","28","8",".","8","11",".",".",".","6","5.54",".",".",".",".",".","10",".","10",".","."
"snnp","chana","may","2015","36.11775846","6.226550231",".","14.71","24","28","10",".","10","11",".",".",".","4","4.25",".",".",".",".",".","10",".","11",".","."
"snnp","chana","may","2016","36.11775846","6.226550231",".","13.05",".",".","10",".","10","12",".",".","7","6","3.56",".",".",".",".",".","11",".","13",".","."
"snnp","chana","may","2017","36.11775846","6.226550231",".","12.25",".",".","10",".","10","13",".",".","10","8","4.52",".",".",".",".",".","11",".","13",".","."
"snnp","chana","may","2018","36.11775846","6.226550231",".","17.28",".",".","13",".","13","16",".",".","11","7","7.38",".",".",".",".",".","14","13","16",".","40"
"snnp","chana","may","2019","36.11775846","6.226550231",".","15.92",".",".","11",".","11","17",".",".","13","8","7.45",".",".",".",".",".","15","17","20",".","."
"snnp","chana","june","2014","36.11775846","6.226550231",".","14.29","20","28","8",".","8","10",".",".",".","6","5.83",".",".",".",".",".","10",".","11",".","."
"snnp","chana","june","2015","36.11775846","6.226550231",".",".","24","28","10",".","10","12",".",".",".","5","4.05",".",".",".",".",".","11","11","10.32",".","."
"snnp","chana","june","2016","36.11775846","6.226550231",".","16.67",".",".","10",".","10","13",".",".","8","6","3.69",".",".",".",".",".","12",".","13",".","."
"snnp","chana","june","2017","36.11775846","6.226550231",".","12.25",".",".","10",".","10","13",".",".","10","8","4.52",".",".",".",".",".","11",".","13",".","."
"snnp","chana","june","2018","36.11775846","6.226550231",".","22.73",".",".","15",".","15","16",".",".","13","8","6.67",".",".",".",".",".",".","14","15",".","40"
"snnp","chana","july","2013","36.11775846","6.226550231",".","10.44","25",".","6",".","6","10",".",".",".","5","3.39",".",".",".",".",".","8",".","10",".","."
"snnp","chana","july","2014","36.11775846","6.226550231",".","35.77","20","28","6",".","6","11",".",".",".","6","4.38",".",".",".",".",".","11",".","11",".","."
"snnp","chana","july","2015","36.11775846","6.226550231",".","19.45","24","28","10",".","10","13",".",".",".","5","4.52",".",".",".",".",".","11",".","13",".","."
"snnp","chana","july","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","july","2017","36.11775846","6.226550231",".","12.37",".",".","7",".","7","13",".",".",".","8","4.52",".",".",".",".",".","12","12","13",".","."
"snnp","chana","july","2018","36.11775846","6.226550231",".","21.98",".",".","15",".","15","16",".",".","13","9","8.25",".",".",".",".",".","15","15","16",".","40"
"snnp","chana","august","2013","36.11775846","6.226550231",".","10.26","25",".","6",".","6","11",".",".",".","5","3.5",".",".",".",".",".","8",".","11",".","."
"snnp","chana","august","2014","36.11775846","6.226550231",".","13.39","24","28","6",".","6","11",".",".",".","6","4.38",".",".",".",".",".","11",".","11",".","."
"snnp","chana","august","2015","36.11775846","6.226550231",".","13.89","24","28","9",".","9","13",".",".",".","5","4.57",".",".",".",".",".","11",".","12",".","."
"snnp","chana","august","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","august","2017","36.11775846","6.226550231",".","12.25",".",".","8",".","8","13",".",".",".","10","4.68",".",".",".",".",".","11","12","13",".","."
"snnp","chana","august","2018","36.11775846","6.226550231",".","22.23",".",".","10",".","10","16",".",".","13","10","8.77",".",".",".",".",".","15","15","16",".","40"
"snnp","chana","september","2013","36.11775846","6.226550231",".","11.66","20","28","7",".","7","10",".",".",".","5","4.58",".",".",".",".",".","10",".","10",".","."
"snnp","chana","september","2014","36.11775846","6.226550231",".","13.05","24","28","7",".","7","11",".",".",".","5","5",".",".",".",".",".","10",".","10",".","."
"snnp","chana","september","2015","36.11775846","6.226550231",".","13.89",".",".","8",".","8","13",".",".",".","4","4.68",".",".",".",".",".","11",".","13",".","."
"snnp","chana","september","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","september","2017","36.11775846","6.226550231",".","13.48",".",".","8",".","8","15",".",".","13","6","5.19",".",".",".",".","40","12",".","13",".","."
"snnp","chana","september","2018","36.11775846","6.226550231",".","22.47",".",".","10",".","10","16",".",".","13","9.49","10.38",".",".",".",".",".","17","17","18",".","25"
"snnp","chana","october","2013","36.11775846","6.226550231",".","11.11","28","30","7",".","7","10",".",".",".","4.2","3.63",".",".",".",".",".","9",".","10",".","."
"snnp","chana","october","2014","36.11775846","6.226550231",".","13.52","20","28","7",".","7","11",".",".",".","4","4.78",".",".",".",".",".","10",".","11",".","."
"snnp","chana","october","2015","36.11775846","6.226550231",".","17.15",".",".","9",".","9","13",".",".",".","3.5","4.47",".",".",".",".",".","12",".","13",".","."
"snnp","chana","october","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","october","2017","36.11775846","6.226550231",".","10.53",".",".","8",".","8","17",".",".",".","6","5.19",".",".",".",".",".",".","12","13",".","."
"snnp","chana","october","2018","36.11775846","6.226550231",".","17.2",".",".","13",".","13","17",".",".","13","6","7.79",".",".",".",".",".","17","17","18",".","26"
"snnp","chana","november","2013","36.11775846","6.226550231",".","12.83","28",".","7",".","7","10",".",".",".","5","3.63",".",".",".",".",".",".",".","11",".","."
"snnp","chana","november","2014","36.11775846","6.226550231",".","10.62","20","28","7",".","7","11",".",".",".","4","4.21",".",".",".",".",".","11",".","11",".","."
"snnp","chana","november","2015","36.11775846","6.226550231",".","13.89",".",".","10",".","10","13",".",".",".","5","3.98",".",".",".",".",".","12",".","13",".","."
"snnp","chana","november","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","november","2017","36.11775846","6.226550231",".","13.48",".",".","9",".","9","17",".",".",".","6","4.83",".",".",".",".","40","15",".","15",".","40"
"snnp","chana","november","2018","36.11775846","6.226550231",".","16.29",".",".","13",".","13","17",".",".","13","6","7.38",".",".",".",".",".","18","18","20",".","26"
"snnp","chana","december","2013","36.11775846","6.226550231",".","13.05","24","28","6",".","6","10",".",".",".","4","5",".",".",".",".",".",".",".","10",".","."
"snnp","chana","december","2014","36.11775846","6.226550231",".","13.52","20","28","7",".","7","11",".",".",".","4","4.4",".",".",".",".",".","10",".","13",".","."
"snnp","chana","december","2015","36.11775846","6.226550231",".","16.22",".",".","10",".","10","13",".",".",".","5","3.91",".",".",".",".",".","12",".","13",".","."
"snnp","chana","december","2016","36.11775846","6.226550231",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","chana","december","2017","36.11775846","6.226550231",".","13.33",".",".","10",".","10","16",".",".","13","6","4.83",".",".",".",".","40","12",".","14",".","40"
"snnp","chana","december","2018","36.11775846","6.226550231",".","16.47",".",".","14",".","14","17",".",".","13","6","8.25",".",".",".",".",".",".","18","20",".","26"
"snnp","deri","january","2014","36.28577951","7.384839762",".","25.73",".",".","6.82",".","6.67","6.67",".",".","4.55","4.89","4.77",".",".",".",".",".",".","6.67",".",".","."
"snnp","deri","january","2015","36.28577951","7.384839762",".","15.42",".",".","8.89",".","9.09","9.09",".",".","5.21","4.44","4.77",".",".",".",".",".",".","6.86",".",".","."
"snnp","deri","january","2016","36.28577951","7.384839762",".","13.65",".",".","8.89",".","9.09","9.09",".",".","5.81","4.47","5.83",".",".",".",".",".",".","7.63",".",".","."
"snnp","deri","january","2017","36.28577951","7.384839762",".",".",".",".",".",".",".",".",".",".","6.82","5.26",".",".",".",".",".",".",".",".",".",".","."
"snnp","deri","january","2018","36.28577951","7.384839762",".","23.08",".",".","13.48",".","13.48","13.79",".",".","6.9","5.4","5.83",".",".",".",".",".",".","10.25",".","20.78","."
"snnp","deri","january","2019","36.28577951","7.384839762",".","34.11",".",".",".",".","10.87","11.11",".",".","9.76","7.14","3.5",".",".",".",".",".",".","12.9",".",".","30"
"snnp","deri","february","2014","36.28577951","7.384839762",".","16.23",".",".","6.72",".","6.82","7.96",".",".","6.52","5","4.77",".",".",".",".",".",".",".",".",".","."
"snnp","deri","february","2015","36.28577951","7.384839762",".","16.7",".",".","8.6",".","8.64","8.89",".",".","6","4.47","4.38",".",".",".",".",".",".","6.82",".",".","."
"snnp","deri","february","2016","36.28577951","7.384839762",".","11.54",".",".","8.7",".","8.7","9.3",".",".","6.1","5.36","6.36",".",".",".",".",".",".","7.76",".",".","."
"snnp","deri","february","2017","36.28577951","7.384839762",".",".",".",".",".",".",".",".",".",".","6.52","5.26",".",".",".",".",".",".",".",".",".",".","."
"snnp","deri","february","2018","36.28577951","7.384839762",".","23.15",".",".","13.64",".","13.79","14.12",".",".","7.37","6.3","5.83",".",".",".",".",".",".","10.43",".","16","."
"snnp","deri","february","2019","36.28577951","7.384839762",".",".",".",".",".",".","10.53",".",".",".","10.19","10.19","7.37",".",".",".",".",".","13","17.86",".","28","30"
"snnp","deri","march","2015","36.28577951","7.384839762",".","15.42",".",".","9.09",".","9.41","9.3",".",".","5.68","4.47","4.77",".",".",".",".",".",".","7.76",".",".","."
"snnp","deri","march","2016","36.28577951","7.384839762",".","13.65",".",".","8.45",".","8.28","8.51",".",".","6.98","5.46","6.36",".",".",".",".",".",".","6.9",".",".","."
"snnp","deri","march","2017","36.28577951","7.384839762",".",".",".",".",".",".",".",".",".",".","6.82","5.36",".",".",".",".",".",".",".",".",".",".","."
"snnp","deri","march","2018","36.28577951","7.384839762",".","13.65",".",".","13.18",".","13.79","13.05",".",".","8.89","6.96","5.83",".",".",".",".",".",".","10.25",".","12.51","."
"snnp","deri","march","2019","36.28577951","7.384839762",".",".",".",".",".",".",".","9.75",".",".","8.6","7.25",".",".",".",".",".",".",".","11.62",".","27.5","29.5"
"snnp","deri","april","2014","36.28577951","7.384839762",".","18.23",".",".","9.3",".","9.3","9.52",".",".","5.88","5.66","4.77",".",".",".",".",".",".","7.76",".",".","."
"snnp","deri","april","2016","36.28577951","7.384839762",".","13.65",".",".","9.09",".","8.89","9.09",".",".","6.38","4.64","5.83",".",".",".",".",".",".","6.78",".",".","."
"snnp","deri","april","2017","36.28577951","7.384839762",".","26.11",".",".","13.18",".","13.18","13.79",".",".","8.99","7.2","5.83",".",".",".",".",".",".","11.3",".",".","."
"snnp","deri","april","2018","36.28577951","7.384839762",".",".",".",".","17.39",".","16.9","17.91",".",".",".","7.08","5.83",".",".",".",".",".",".","11.96",".","15.58","."
"snnp","deri","april","2019","36.28577951","7.384839762",".",".",".",".","10.85",".",".","13.02",".",".","8.24","9.26","3.64",".",".",".",".",".","14.5","14.87",".",".","."
"snnp","deri","may","2014","36.28577951","7.384839762",".","21.45",".",".","10.47",".","10.72","10.23",".",".","6.12","5.46","4.77",".",".",".",".",".",".","7.63",".",".","."
"snnp","deri","may","2015","36.28577951","7.384839762",".","24.34",".",".","9.3",".","9.09","9.45",".",".","5.56","4.78","4.77",".",".",".",".",".",".","7.76",".",".","."
"snnp","deri","may","2016","36.28577951","7.384839762",".","13.05",".",".","9.3",".","9.09","9.3",".",".","6.67","5.36","0.31",".",".",".",".",".",".","7.63",".",".","."
"snnp","deri","may","2017","36.28577951","7.384839762",".","24.02",".",".","13.79",".","13.79","13.48",".",".","8.89","7.2","5.83",".",".",".",".",".",".","13.67",".","15.19","."
"snnp","deri","may","2018","36.28577951","7.384839762",".","11.77",".",".","13.48",".","13.64","13.79",".",".","9.09","7.08","5.83",".",".",".",".",".",".","13.67",".","15.79","."
